SSN,condition_1,condition_2,condition_3,condition_4,condition_5,condition_6,condition_7,condition_8,condition_9,condition_10
000-82-4935,0,1,1,1,1,1,1,1,0,0
000-84-1180,1,1,1,1,1,0,0,1,0,0
000-73-1818,0,1,1,0,1,1,0,0,1,0
000-11-2297,0,0,0,0,1,0,0,0,1,1
000-74-9063,1,0,1,1,0,1,0,1,1,0
000-95-7822,0,0,1,1,1,1,1,0,1,0
000-76-1413,0,1,1,0,1,0,0,1,0,1
000-52-0282,0,0,0,0,0,1,0,0,0,0
000-79-7973,1,0,0,0,1,0,0,1,0,1
000-80-4419,0,1,0,1,1,0,0,1,0,1
000-42-2917,0,0,1,0,0,1,1,0,0,0
000-66-0502,1,1,0,1,1,0,1,1,0,1
000-83-3336,0,1,0,1,0,1,0,0,0,1
000-52-4150,0,0,1,0,1,0,0,1,0,0
000-69-4501,0,1,1,0,0,1,0,0,0,1
000-45-4501,1,0,0,0,0,0,0,1,1,1
000-96-5563,1,1,1,1,1,0,1,0,0,0
000-15-1098,1,1,1,0,0,1,0,0,1,0
000-71-5074,1,0,1,0,0,0,1,0,1,0
000-57-8213,1,0,1,0,0,0,1,0,0,0
000-09-2542,0,1,0,0,0,1,0,1,0,0
000-29-7730,1,1,1,0,0,0,0,0,0,1
000-20-8321,0,1,0,1,1,1,1,1,0,0
000-12-9808,1,1,0,0,0,1,0,1,1,0
000-16-1973,0,1,1,0,1,0,1,0,0,1
000-24-9752,0,0,0,1,1,0,1,1,0,0
000-92-4795,1,0,0,0,1,0,1,0,1,1
000-78-6728,1,1,0,1,0,0,0,1,1,0
000-79-0059,1,0,1,0,1,1,1,0,0,1
000-88-4093,1,1,1,1,0,1,1,1,0,1
000-66-6715,1,0,1,1,1,0,0,1,1,0
000-74-1523,1,0,1,0,1,0,0,0,1,0
000-00-2485,0,0,0,0,0,1,1,0,0,1
000-73-6214,1,1,0,1,0,1,0,1,1,1
000-42-2217,0,1,0,1,1,1,0,0,1,1
000-04-8867,1,1,1,0,1,0,0,0,1,1
000-44-6409,1,1,0,1,0,1,1,1,1,0
000-65-1546,0,1,0,1,0,1,0,0,0,1
000-80-1418,1,1,1,1,1,1,1,0,1,1
000-09-2582,1,0,0,0,1,0,1,0,0,0
000-67-1118,0,1,1,0,0,0,0,0,0,0
000-86-5793,0,0,0,0,0,0,0,1,1,1
000-51-9400,0,1,0,0,0,0,1,0,1,0
000-04-1290,0,0,1,1,1,1,1,1,1,0
000-71-3885,1,1,1,0,0,0,1,0,0,0
000-64-5214,0,0,0,0,0,0,1,0,1,0
000-40-7837,0,1,1,0,0,1,1,1,1,0
000-64-9694,1,0,0,1,0,0,0,1,1,1
000-33-4133,0,1,1,1,1,1,0,0,1,0
000-36-0127,0,1,1,0,0,0,0,0,0,1
000-19-7621,1,0,1,1,0,1,1,1,0,0
000-40-6505,1,0,1,1,1,0,1,1,0,1
000-60-1464,0,1,0,0,0,0,1,1,1,0
000-27-5349,0,1,1,1,0,0,0,0,0,0
000-05-5771,0,0,0,1,0,0,1,0,0,1
000-13-7967,1,0,1,0,1,1,1,1,0,0
000-44-5151,0,1,1,1,0,1,0,1,0,1
000-73-9071,0,1,1,0,0,1,1,0,1,0
000-79-0863,1,1,0,1,1,0,1,0,0,1
000-06-6890,1,1,1,1,0,0,0,0,0,0
000-37-5044,1,0,0,0,1,1,0,1,0,1
000-52-7194,1,1,1,1,0,0,1,0,0,0
000-98-1210,0,0,1,1,1,1,0,0,1,1
000-66-1021,0,0,1,1,0,0,0,1,0,0
000-04-9560,1,1,1,1,1,0,0,0,0,0
000-79-0553,0,1,1,1,1,0,1,1,0,0
000-45-0582,1,1,1,0,0,0,1,0,0,1
000-84-8328,1,1,1,1,0,0,1,0,0,0
000-16-3341,1,1,1,0,1,1,1,1,1,1
000-18-2057,0,0,1,0,0,0,1,1,0,1
000-01-8500,0,0,1,0,1,0,1,1,1,1
000-90-4404,0,1,0,1,0,1,0,1,1,0
000-55-6851,0,0,1,1,1,1,1,1,0,1
000-73-0640,1,0,0,0,1,0,1,0,1,0
000-11-5133,0,0,0,0,0,1,0,1,0,1
000-82-3598,1,0,0,1,1,1,0,0,0,0
000-39-1852,1,0,0,0,0,0,0,1,1,1
000-84-9055,0,0,0,0,0,1,0,0,1,1
000-60-6264,1,0,0,1,1,1,1,1,0,0
000-10-3614,1,0,0,1,0,1,0,1,1,0
000-92-6973,0,0,0,1,1,1,1,0,1,0
000-67-2530,1,1,1,0,0,1,0,0,1,0
000-10-5406,0,0,1,0,1,0,1,1,0,1
000-98-2124,0,0,1,1,1,0,1,1,1,0
000-80-6229,0,0,1,0,0,1,0,0,0,1
000-42-4329,0,0,0,1,0,0,1,1,1,0
000-58-8050,0,0,1,0,0,0,1,1,0,1
000-08-2718,0,0,0,1,0,1,0,0,0,0
000-60-4821,1,0,0,0,1,0,1,0,0,0
000-96-5270,0,0,0,0,1,1,1,1,1,0
000-02-7381,1,0,1,0,0,1,0,1,0,0
000-30-5727,1,1,0,1,1,0,1,0,0,1
000-47-5236,0,1,0,0,1,1,0,0,0,0
000-32-9339,0,0,1,1,0,1,0,1,1,1
000-20-1817,1,1,1,0,1,0,1,1,0,1
000-68-9161,1,1,0,1,0,1,1,1,0,1
000-60-8121,0,1,0,0,0,1,1,1,1,1
000-79-3498,0,0,1,0,0,1,0,1,1,0
000-93-4832,0,1,0,0,0,1,0,1,1,1
000-18-9178,1,1,1,0,1,0,0,0,0,1
000-35-0485,1,0,1,1,0,0,1,0,1,0
000-73-9634,0,0,0,1,1,1,0,0,0,1
000-95-9400,0,1,1,0,0,0,1,1,0,1
000-31-4515,1,1,1,1,1,1,1,1,0,1
000-86-2870,0,0,1,1,0,0,0,1,1,0
000-42-3261,1,0,0,0,1,0,0,1,1,0
000-00-0887,1,1,1,1,1,1,1,1,0,0
000-15-2015,0,0,1,0,0,1,0,0,1,0
000-74-2750,0,1,0,0,0,1,0,0,0,1
000-56-9540,0,0,1,1,0,1,1,1,0,1
000-91-5785,1,1,0,0,1,1,0,0,0,0
000-02-1069,1,1,0,1,0,0,1,1,0,0
000-10-5418,0,1,1,1,0,1,0,0,1,0
000-92-1650,0,0,1,0,0,1,1,0,1,1
000-46-5932,0,1,0,1,0,0,1,1,1,1
000-96-2108,1,0,1,1,0,1,1,1,1,1
000-96-7277,0,0,1,1,0,1,1,1,1,1
000-49-1307,1,0,1,0,0,0,0,1,1,1
000-85-9661,0,1,1,0,0,0,1,0,1,1
000-04-5809,1,1,1,1,1,1,0,1,1,0
000-46-0206,0,0,1,1,1,0,1,1,0,1
000-56-5657,0,0,1,0,0,1,0,1,0,0
000-00-5876,1,1,0,0,1,0,1,0,0,1
000-76-4270,1,1,0,1,1,1,1,0,0,1
000-81-7143,1,0,0,1,0,0,1,1,1,1
000-83-1189,0,0,1,1,1,0,0,1,0,0
000-55-6185,0,1,1,0,0,1,0,0,1,0
000-78-8457,1,0,0,1,0,0,1,0,1,0
000-17-9276,0,0,1,1,0,1,1,0,1,0
000-81-2130,1,1,1,1,0,1,0,1,1,1
000-69-7085,1,0,0,0,0,0,0,1,1,0
000-99-4035,0,1,0,1,1,0,1,1,0,0
000-36-9280,0,1,0,0,0,0,0,1,0,1
000-37-5250,0,0,0,1,0,0,1,0,1,1
000-49-0676,0,0,1,1,1,1,1,1,1,1
000-81-2875,0,1,0,1,0,0,1,1,1,1
000-68-6053,0,0,1,0,0,0,1,1,0,0
000-74-7397,0,0,0,1,1,0,1,1,1,1
000-48-8924,1,0,1,0,1,0,1,0,1,0
000-66-1458,0,1,0,1,1,0,0,0,1,1
000-07-4708,1,1,1,1,1,0,1,1,0,1
000-94-8734,0,1,1,0,0,1,0,1,0,0
000-30-7227,1,1,0,1,0,0,0,1,1,1
000-91-2716,0,0,0,1,1,1,0,0,0,0
000-89-5336,0,0,1,0,0,0,1,0,0,0
000-08-2229,0,1,0,0,0,0,0,0,1,1
000-25-4020,1,0,0,1,1,0,1,0,0,1
000-77-0985,0,0,1,1,0,0,1,1,1,0
000-41-1947,0,1,1,0,0,0,0,1,1,0
000-96-0785,0,1,0,1,1,1,1,0,0,1
000-21-1034,1,0,1,1,0,1,1,0,0,0
000-44-5484,1,1,1,1,0,1,1,1,0,0
000-31-7387,0,0,1,0,0,1,1,1,0,1
000-17-9733,1,1,1,0,1,1,0,1,1,0
000-64-7993,0,0,1,1,0,1,0,1,1,1
000-90-4806,0,1,1,1,0,0,0,0,1,1
000-11-2706,1,1,0,1,1,1,0,0,0,1
000-84-0665,0,1,1,1,1,0,1,0,1,0
000-13-8444,1,1,0,1,1,1,0,1,0,0
000-56-5281,0,1,0,0,0,1,1,1,1,1
000-43-9097,1,1,1,0,1,1,1,0,1,1
000-40-1974,0,0,1,0,0,1,1,1,1,1
000-47-8131,0,0,0,1,1,0,1,1,0,0
000-38-8524,1,1,1,0,0,0,1,1,0,0
000-36-1517,1,1,1,1,1,0,0,0,1,1
000-50-1190,1,0,0,0,1,1,0,0,1,1
000-26-8243,0,1,1,1,1,1,1,1,1,0
000-35-2651,1,1,0,1,0,0,1,1,1,0
000-01-7643,1,1,0,0,0,1,0,1,0,0
000-13-8213,1,0,0,1,1,1,1,0,1,0
000-42-6652,0,1,0,1,0,1,1,0,0,0
000-71-1546,0,1,1,0,0,1,0,0,0,1
000-47-4253,1,1,0,0,0,0,1,0,1,0
000-69-1627,1,1,0,0,1,1,1,0,1,0
000-59-5122,0,0,1,0,0,0,0,0,1,1
000-08-2758,1,1,0,1,1,1,0,1,1,0
000-83-0609,1,1,1,0,1,1,1,1,0,1
000-56-5342,1,0,0,1,0,0,0,1,1,0
000-48-9169,1,0,0,1,1,0,1,1,0,1
000-84-7796,1,1,1,1,0,0,1,0,1,1
000-87-3797,1,0,1,0,0,0,1,1,1,1
000-93-2574,1,0,1,1,0,1,1,1,0,0
000-72-9047,0,0,1,1,0,1,1,0,0,0
000-66-3797,1,0,1,1,0,0,1,1,0,0
000-68-5633,0,1,1,0,1,0,1,0,1,1
000-13-3680,0,0,0,0,1,1,1,0,0,0
000-26-8836,0,1,0,1,1,1,0,1,1,0
000-47-6114,1,1,1,0,1,0,0,1,1,1
000-82-6468,0,1,1,0,1,1,0,0,0,1
000-75-2495,1,1,0,0,0,0,1,1,0,0
000-35-0313,1,1,0,0,1,1,1,0,0,1
000-06-4698,0,0,1,0,1,1,1,0,1,1
000-48-9992,0,0,1,1,0,0,0,1,1,0
000-82-1343,0,0,1,1,1,1,0,0,1,1
000-64-2445,1,0,0,0,0,0,1,1,1,1
000-98-2650,1,1,0,0,1,1,1,1,1,1
000-76-0091,1,1,1,0,1,1,1,0,1,0
000-56-8340,0,0,0,1,0,0,1,0,1,0
000-44-0394,1,0,0,1,1,1,0,1,1,1
000-85-1227,1,0,1,0,0,1,0,1,1,1
000-63-4595,0,0,0,1,1,0,0,1,1,0
000-14-0746,1,1,1,0,0,1,0,1,1,0
000-89-9401,1,0,0,1,0,0,1,1,0,1
000-08-1944,1,0,1,0,1,1,1,0,1,1
000-66-3913,1,0,1,1,0,1,1,0,0,1
000-83-4487,0,1,0,0,1,1,0,1,0,0
000-81-7393,1,0,0,1,1,0,1,1,0,0
000-56-6676,1,1,0,1,0,1,1,1,1,1
000-63-9484,0,1,0,1,1,0,1,0,1,1
000-60-8729,0,0,1,0,1,0,0,1,1,1
000-81-9934,0,0,1,0,0,0,0,1,0,0
000-49-1585,1,1,1,1,0,0,1,1,1,0
000-64-2789,1,0,1,1,1,0,1,1,1,0
000-03-2936,0,1,1,0,1,1,1,0,1,1
000-61-3396,0,1,0,0,0,0,1,1,1,1
000-63-8110,1,1,0,1,0,1,1,1,0,1
000-63-2773,0,1,1,0,1,0,0,1,1,0
000-55-0279,0,0,1,0,1,1,1,0,0,1
000-10-4669,1,1,1,0,0,1,0,1,1,1
000-51-2419,0,1,0,1,0,1,0,0,1,1
000-43-2841,0,1,1,1,0,1,1,1,0,0
000-75-7454,1,0,0,1,0,1,0,1,1,0
000-83-0882,1,0,1,0,0,1,1,0,0,1
000-84-1380,1,1,0,0,1,0,0,0,0,0
000-53-7293,1,1,1,0,1,0,1,0,1,0
000-50-9951,0,0,1,0,1,1,0,0,0,1
000-78-1473,1,0,1,0,0,0,0,1,1,1
000-93-7737,1,1,1,1,0,1,0,1,0,1
000-21-6385,0,0,0,0,0,1,0,0,0,1
000-17-5086,0,0,0,1,0,0,0,1,0,1
000-89-6766,0,0,0,1,0,0,1,0,1,0
000-24-3941,0,0,0,1,0,0,0,0,0,1
000-06-8960,0,0,1,1,1,0,1,0,0,1
000-06-0738,0,0,0,0,1,1,1,0,1,1
000-48-7768,1,1,0,0,1,0,1,0,0,1
000-61-6438,1,1,0,0,0,1,1,1,1,0
000-37-6437,1,0,1,0,0,1,1,1,1,0
000-26-8381,1,0,0,0,1,1,0,0,0,1
000-58-5034,1,0,1,0,0,0,1,0,1,1
000-98-6509,1,0,0,1,1,0,0,1,0,1
000-38-7383,0,1,0,1,0,1,1,1,1,0
000-62-5130,0,0,0,1,1,0,1,0,0,0
000-98-6572,1,0,1,0,0,1,1,0,0,1
000-57-4401,1,1,0,0,1,1,1,1,0,1
000-23-0417,1,1,1,1,1,0,1,0,1,0
000-27-2632,0,0,1,1,1,1,0,0,1,0
000-30-4374,1,0,0,0,1,1,1,1,0,0
000-03-2081,1,0,0,0,1,0,0,0,1,1
000-41-2561,1,1,0,1,1,0,1,1,0,1
000-83-9288,0,1,1,0,1,0,0,0,1,1
000-24-5177,0,1,0,0,0,1,1,0,0,1
000-24-2820,0,1,0,1,1,0,0,1,0,1
000-13-3083,1,0,1,1,1,1,1,1,1,1
000-41-9020,1,1,0,0,1,1,0,0,1,1
000-93-0963,0,0,1,1,0,1,1,1,1,0
000-89-9083,1,1,1,0,0,1,1,1,1,0
000-02-6364,0,1,1,0,0,1,1,0,0,0
000-99-3845,1,0,1,0,0,1,1,1,0,1
000-13-2097,1,1,0,0,0,1,0,0,1,0
000-04-2446,1,0,0,1,0,0,1,1,0,1
000-40-5545,0,1,0,1,1,1,1,0,1,1
000-91-0255,1,1,1,0,0,1,0,1,0,1
000-91-1307,0,1,1,0,0,0,0,1,0,0
000-77-1566,0,0,0,0,1,0,1,1,1,1
000-02-7408,1,1,0,1,1,0,1,1,1,1
000-92-0689,1,0,0,1,1,1,0,0,0,0
000-42-0880,0,0,1,1,0,1,0,0,0,1
000-54-3261,1,0,0,0,1,1,0,1,1,0
000-21-3782,0,0,1,0,1,0,1,1,0,0
000-96-4409,1,1,1,1,0,1,0,0,1,1
000-64-7354,1,1,1,0,1,1,1,0,0,1
000-13-1685,1,1,0,1,1,1,0,1,1,1
000-94-6969,0,0,0,0,1,1,1,0,0,1
000-94-6803,0,1,0,0,1,1,1,0,0,1
000-92-7064,1,1,0,0,0,0,0,0,0,0
000-52-6858,1,1,0,1,1,1,1,0,1,1
000-68-7810,0,0,0,1,1,0,0,0,1,0
000-05-6256,1,0,0,0,0,0,1,1,0,1
000-60-3148,1,0,1,1,0,1,1,1,0,1
000-44-3747,1,1,0,1,1,1,0,1,1,1
000-46-6378,0,1,0,0,1,1,1,1,1,0
000-66-8711,1,1,0,1,1,0,1,1,0,1
000-09-8919,0,0,0,0,0,1,0,0,1,1
000-56-8888,0,0,0,1,1,0,1,0,0,1
000-91-8685,0,0,0,1,0,1,1,0,0,0
000-05-6474,1,0,0,1,0,1,0,1,0,1
000-94-6791,0,1,1,0,0,0,0,1,1,0
000-10-5088,1,0,0,1,1,1,1,0,1,0
000-21-0316,0,0,0,1,0,1,1,1,0,1
000-66-4735,1,1,0,0,0,1,1,1,1,0
000-47-3778,0,1,1,1,0,0,0,0,0,0
000-43-5976,0,1,1,1,1,1,1,1,0,1
000-82-5192,0,1,1,0,0,1,1,1,1,0
000-95-2162,1,0,0,0,1,1,1,0,1,1
000-55-2047,1,1,0,0,1,0,0,0,0,0
000-26-0913,1,0,0,1,1,0,1,0,1,0
000-48-5726,1,0,0,0,1,0,1,1,1,1
000-12-5230,0,1,1,0,0,0,0,0,1,0
000-37-6372,0,1,0,1,1,0,1,1,0,1
000-77-2275,1,1,0,1,0,0,0,0,1,0
000-95-7972,1,1,0,0,0,1,0,0,0,0
000-82-4964,0,1,1,1,0,1,1,1,0,0
000-27-4374,1,0,0,0,0,1,1,1,0,0
000-39-4156,1,1,0,1,0,0,1,0,0,1
000-46-8336,1,0,1,1,1,0,0,1,0,1
000-62-5523,1,1,0,1,0,0,0,1,0,1
000-52-7374,0,1,1,0,1,0,1,0,1,0
000-01-9559,1,1,0,0,1,0,0,0,0,0
000-87-7684,1,1,0,0,1,0,0,0,0,1
000-60-5909,0,0,1,0,1,0,0,0,1,1
000-72-0446,0,0,1,0,1,0,1,1,0,1
000-60-6330,0,0,0,1,0,0,1,1,1,0
000-88-1997,0,1,0,1,1,1,0,1,0,1
000-19-0372,1,1,1,0,0,1,1,0,0,1
000-55-2296,1,0,0,1,1,1,1,0,0,0
000-58-9472,1,1,1,0,0,0,1,0,0,1
000-20-4153,1,0,0,0,0,1,1,1,0,0
000-33-7920,1,0,0,0,0,1,0,0,1,0
000-68-8342,1,0,1,1,0,0,0,0,1,0
000-56-1743,0,0,0,0,1,0,1,0,1,0
000-08-3672,0,0,0,0,0,1,0,1,1,1
000-83-0408,0,0,1,0,0,1,1,1,0,0
000-69-6931,1,1,0,0,0,1,1,1,0,0
000-32-4537,0,1,0,0,1,1,0,0,1,1
000-32-2484,0,1,0,0,0,1,1,1,1,0
000-42-0470,0,0,0,0,0,1,0,1,1,0
000-79-5564,1,0,1,0,1,0,0,0,0,0
000-91-5913,1,0,1,0,0,0,1,1,1,1
000-47-5530,0,0,0,1,1,0,0,0,1,0
000-51-2919,1,1,1,0,0,0,1,0,1,1
000-36-9489,0,1,0,0,1,1,0,1,0,1
000-61-5356,1,1,1,1,1,1,0,0,1,0
000-06-7525,1,1,0,0,1,0,1,1,1,1
000-66-1939,0,0,0,0,1,1,1,0,1,1
000-73-5857,0,0,0,0,1,0,0,1,0,1
000-84-2021,1,1,0,0,0,0,0,1,0,0
000-24-5846,0,0,1,1,1,1,0,1,1,0
000-31-7702,1,1,1,1,1,1,0,0,1,0
000-34-5287,1,0,0,0,0,0,0,0,0,0
000-48-5347,0,1,0,0,1,1,1,0,1,0
000-94-5004,0,1,1,0,1,0,0,0,1,1
000-60-3233,0,1,1,1,0,1,1,1,1,0
000-36-3690,0,0,1,1,1,0,1,1,1,1
000-09-9956,1,1,0,0,0,1,1,0,1,0
000-83-8506,0,0,1,0,1,0,1,0,1,1
000-60-2032,0,0,1,1,0,0,1,0,0,1
000-17-2499,1,0,0,0,0,0,0,0,0,0
000-49-8196,0,0,1,0,1,1,1,0,1,1
000-16-7469,1,1,1,1,0,0,1,1,1,1
000-33-0055,1,0,0,1,0,0,0,0,0,1
000-77-5365,0,0,0,0,0,1,1,1,1,1
000-27-7369,1,1,1,0,1,1,1,0,0,1
000-85-0234,1,1,0,1,0,0,0,0,1,0
000-10-3555,1,1,1,1,0,1,0,1,1,0
000-70-7455,1,0,0,1,1,1,1,1,0,0
000-42-6471,0,0,1,0,1,0,0,0,1,1
000-94-7638,0,1,0,1,0,1,1,0,0,0
000-89-1733,0,1,1,1,1,0,0,1,0,1
000-90-6252,0,1,0,1,1,0,0,1,1,0
000-98-0902,0,0,0,1,1,1,0,0,1,1
000-04-9133,0,0,0,0,1,1,1,0,1,0
000-50-8254,0,1,0,1,0,0,0,0,0,0
000-06-3578,0,0,1,1,0,0,0,1,1,1
000-56-6943,0,0,1,0,0,1,1,0,1,1
000-56-4459,0,0,0,1,1,0,1,1,1,0
000-04-0777,0,0,0,1,1,1,0,1,0,1
000-05-9393,1,0,1,1,0,0,0,0,1,1
000-56-5902,1,1,0,0,1,0,0,1,1,1
000-20-4359,0,0,0,0,1,1,1,1,1,0
000-61-1869,0,0,0,0,0,1,1,1,0,1
000-54-3597,1,1,0,0,1,0,0,1,1,1
000-98-4429,0,1,0,0,0,1,1,1,0,1
000-44-4186,1,0,1,0,0,0,1,0,1,1
000-24-1495,1,1,1,1,1,0,1,0,1,1
000-10-1098,1,1,0,1,1,1,1,1,0,0
000-84-7065,1,1,0,0,1,1,1,1,0,0
000-22-9770,0,0,0,0,1,1,1,1,0,0
000-30-2460,0,0,1,1,0,0,1,0,0,0
000-72-3305,0,0,1,1,1,0,1,0,1,1
000-59-4828,1,0,0,0,1,1,1,0,1,0
000-91-8102,0,0,0,0,0,1,1,1,1,0
000-42-7025,0,0,1,0,1,0,0,0,1,0
000-37-9266,0,1,0,0,0,1,1,0,0,1
000-05-0847,0,1,0,0,1,0,1,0,1,0
000-09-3159,0,0,0,0,0,0,0,1,1,1
000-76-4814,0,1,1,0,0,0,1,1,0,1
000-99-5123,0,1,0,0,0,0,1,0,0,0
000-49-9235,1,0,0,1,0,0,1,0,1,1
000-99-6752,1,0,0,0,0,0,0,1,1,0
000-70-6873,0,0,1,0,1,1,0,0,0,1
000-62-4871,0,0,0,0,0,0,1,0,0,0
000-10-2344,0,0,1,1,1,0,1,1,0,1
000-09-0189,0,0,0,1,1,0,0,0,1,0
000-00-9974,1,0,1,0,1,1,0,0,0,1
000-63-8817,0,1,0,1,0,0,1,0,1,1
000-21-4993,1,1,1,0,1,1,0,1,1,1
000-04-7525,0,0,0,0,1,0,1,1,0,1
000-36-9717,0,0,1,1,0,1,1,0,1,0
000-41-4920,1,0,0,1,0,0,1,1,1,1
000-08-4177,1,1,0,0,0,1,1,0,0,0
000-70-2125,0,1,1,1,1,0,1,1,1,1
000-18-0530,0,0,0,0,0,1,1,1,0,0
000-25-8287,0,1,1,0,0,1,0,0,0,1
000-36-3712,0,0,0,0,0,1,1,0,1,0
000-89-5470,1,1,1,0,0,0,0,0,1,1
000-98-6503,0,1,1,0,0,0,0,0,1,1
000-45-0624,0,0,1,1,1,0,0,1,0,1
000-06-2144,1,0,0,1,0,0,0,0,1,0
000-03-4234,1,1,1,0,0,0,1,1,0,0
000-90-6609,1,1,1,1,1,0,1,0,0,1
000-75-5657,1,0,0,0,0,0,0,0,1,0
000-47-8103,0,1,0,0,1,0,0,0,0,1
000-77-1762,1,1,1,0,1,0,0,1,0,1
000-46-8719,0,1,0,1,0,0,0,0,1,1
000-55-0854,1,0,0,0,0,1,1,0,0,0
000-86-5293,0,0,0,1,1,1,0,1,0,1
000-79-4770,1,1,0,0,1,1,1,0,1,0
000-53-9055,0,0,1,0,1,1,0,1,1,1
000-50-9116,0,1,1,1,1,1,1,1,0,1
000-40-9433,0,0,1,0,0,1,1,1,0,0
000-20-7906,0,1,1,0,0,1,1,0,1,0
000-75-7428,1,0,0,1,1,0,1,1,1,0
000-20-6922,1,0,0,0,1,1,0,0,1,0
000-86-4260,1,0,0,1,0,0,0,0,0,0
000-92-7567,0,0,0,1,1,0,0,0,0,0
000-89-5408,1,1,0,0,1,0,1,1,1,0
000-59-6333,1,0,1,0,1,1,1,0,0,1
000-66-8595,0,1,1,0,0,0,0,1,1,1
000-93-8407,0,1,0,1,1,0,1,0,0,0
000-69-4092,1,1,0,1,1,0,1,0,0,1
000-36-7774,0,0,1,0,1,0,1,0,1,0
000-52-5622,0,0,0,1,0,0,0,0,0,0
000-39-6319,0,1,1,0,0,0,0,1,1,0
000-17-2018,1,0,1,1,0,1,0,1,0,1
000-91-9478,1,1,0,1,0,1,1,0,0,1
000-00-5851,0,1,0,1,0,0,1,0,0,1
000-89-8329,1,1,1,0,0,0,1,1,1,1
000-12-7070,0,1,0,0,0,1,1,1,0,1
000-30-6974,0,1,0,0,1,0,1,1,1,0
000-31-8494,0,1,1,0,0,0,1,1,1,0
000-11-8280,1,1,1,1,0,0,1,0,1,0
000-82-6955,0,0,1,0,1,0,1,0,1,1
000-28-4153,1,0,0,0,1,1,0,1,1,1
000-68-8335,0,0,0,0,1,1,0,0,1,0
000-58-4490,0,0,0,1,0,0,0,1,0,0
000-54-9324,0,1,0,0,0,0,1,1,1,1
000-16-7262,0,0,1,0,1,0,0,0,0,0
000-81-2569,0,0,0,0,1,1,0,0,0,1
000-49-4894,0,1,1,0,1,1,0,1,0,1
000-49-4375,0,0,0,0,0,0,0,1,1,1
000-44-4569,0,1,0,0,1,0,0,1,1,1
000-75-2790,1,0,0,0,1,1,0,0,0,0
000-09-0483,1,1,0,0,0,1,0,0,1,0
000-28-1129,1,1,1,0,0,0,1,0,0,1
000-78-5341,1,1,1,1,0,0,1,1,1,0
000-70-8050,0,0,0,0,0,0,1,0,1,0
000-02-4124,1,1,0,0,1,1,1,0,1,1
000-13-4165,0,0,1,0,1,1,0,1,0,1
000-41-0449,1,0,0,1,0,0,1,1,1,0
000-66-9024,0,1,1,0,0,0,0,0,1,0
000-61-1424,1,1,0,1,1,1,0,1,1,0
000-89-9068,1,0,1,0,1,1,0,1,0,0
000-46-9470,1,1,0,0,0,1,1,0,0,0
000-13-1319,1,0,1,0,1,0,0,0,1,1
000-04-8212,1,1,1,1,1,0,1,1,0,0
000-41-3168,1,1,0,0,1,0,0,1,1,1
000-09-4421,1,0,0,1,0,0,1,1,0,1
000-94-7409,1,1,0,1,0,0,0,1,1,1
000-90-7304,1,0,1,0,1,1,0,0,1,0
000-11-5175,0,1,0,1,1,0,1,1,1,1
000-28-8870,1,1,0,1,1,1,0,0,0,0
000-15-2109,0,1,1,1,0,0,0,1,0,1
000-05-7889,1,1,0,0,0,0,0,0,1,0
000-91-6497,0,0,1,1,0,1,0,1,1,1
000-68-5970,1,0,1,0,1,1,1,0,1,1
000-29-5921,0,1,1,1,1,1,1,1,0,1
000-88-5449,1,1,0,1,0,0,0,1,0,1
000-43-3822,0,0,1,1,0,0,0,1,1,1
000-79-9277,1,0,1,1,1,0,1,0,1,0
000-22-8976,1,0,0,1,0,0,0,1,0,1
000-54-1807,1,1,0,1,1,0,0,1,1,0
000-14-9245,0,1,0,0,0,0,1,0,1,1
000-96-6313,0,1,1,0,0,0,1,1,1,0
000-00-3492,1,1,0,0,1,1,1,0,1,0
000-87-3877,0,1,0,0,0,1,0,0,0,1
000-31-1216,1,0,0,1,0,0,0,1,0,1
000-08-3275,1,0,0,0,0,0,0,0,0,0
000-50-9406,1,1,1,1,1,0,0,1,0,0
000-12-4987,1,1,1,1,0,0,1,1,1,0
000-52-1825,1,1,0,0,1,1,1,0,1,1
000-48-0970,0,0,1,0,1,0,0,0,0,1
000-78-4418,1,1,0,0,1,1,0,1,1,1
000-74-1997,0,1,1,0,1,1,1,0,1,0
000-09-3838,0,0,0,0,0,1,0,0,0,1
000-02-5629,1,0,1,1,1,1,0,1,0,0
000-84-9048,1,1,0,1,0,0,0,1,0,1
000-52-7032,1,0,0,0,0,0,1,1,1,1
000-35-0685,0,1,0,0,1,0,1,0,1,0
000-43-2292,1,1,0,0,0,1,0,0,0,0
000-47-7535,1,0,0,1,1,1,0,0,0,0
000-28-5624,1,1,0,1,0,1,1,0,0,1
000-41-0946,0,1,1,1,1,0,1,0,1,1
000-08-7587,1,0,0,0,0,1,1,0,1,0
000-13-9208,1,0,1,0,1,0,0,0,0,0
000-87-1849,1,0,0,1,0,0,1,0,0,1
000-11-9528,1,0,0,0,1,1,1,1,1,0
000-20-2026,0,1,1,1,0,0,1,0,1,0
000-87-2649,1,1,1,1,1,0,0,0,1,0
000-44-7964,0,1,0,0,0,1,0,1,1,0
000-38-1093,1,1,1,0,1,1,1,0,1,1
000-56-4792,1,0,1,1,0,0,1,1,0,0
000-28-2636,1,1,0,1,0,0,1,0,1,0
000-27-6299,1,1,1,1,1,0,0,0,0,1
000-29-5551,0,0,1,0,1,0,0,1,0,1
000-01-8389,0,0,1,0,0,1,0,1,0,1
000-34-2449,1,0,1,0,0,0,0,1,0,0
