SSN,condition_1,condition_2,condition_3,condition_4,condition_5,condition_6,condition_7,condition_8,condition_9,condition_10
000-21-2673,0,1,0,0,1,1,1,0,1,0
000-19-6726,1,0,0,1,0,0,0,0,0,0
000-89-2200,1,1,1,1,1,1,0,0,0,0
000-17-9010,1,1,0,1,0,0,0,0,0,0
000-33-7601,0,0,1,1,1,1,0,1,1,1
000-39-9701,0,1,1,0,1,1,1,0,0,0
000-54-2418,1,0,0,1,1,0,1,1,0,1
000-03-0109,0,1,1,0,1,1,0,1,0,1
000-97-3222,0,1,0,1,1,0,1,1,1,1
000-88-9888,1,0,0,1,1,1,0,1,1,0
000-88-4259,1,0,1,0,0,1,1,1,0,1
000-84-2435,1,1,0,0,0,0,0,1,0,1
000-72-8553,0,0,1,0,1,0,1,0,1,1
000-82-4881,0,1,1,1,1,0,0,1,0,1
000-95-6977,1,0,1,1,1,1,0,1,1,0
000-21-0719,1,0,1,0,0,1,1,1,1,1
000-26-5671,0,0,0,0,1,0,0,1,0,0
000-36-2650,0,1,0,0,1,1,1,0,0,1
000-99-8229,1,0,0,1,0,0,1,0,1,0
000-44-5555,0,0,1,0,0,1,1,1,0,1
000-17-9645,0,0,1,1,0,0,1,1,0,0
000-55-1585,0,1,0,1,1,0,1,0,0,0
000-60-1744,1,1,1,1,0,1,1,1,1,1
000-12-6779,1,0,1,0,1,0,1,1,0,1
000-46-4548,1,1,1,1,0,1,1,0,0,0
000-33-2049,1,0,0,1,0,1,1,0,0,1
000-46-1614,1,1,1,1,1,0,1,0,1,1
000-27-9517,1,0,0,0,0,0,0,0,0,0
000-64-9797,0,1,1,0,1,1,0,0,0,0
000-42-8318,0,1,1,1,0,1,0,0,0,1
000-39-2600,1,0,0,0,1,1,1,1,0,1
000-24-3842,1,0,0,1,1,1,1,0,1,1
000-97-0468,1,0,0,1,1,0,0,0,0,0
000-59-6666,0,1,0,0,0,1,1,0,0,1
000-56-5417,1,1,0,0,0,1,1,0,1,1
000-54-6777,0,0,0,0,0,1,0,0,0,1
000-24-5109,1,0,1,1,0,0,0,0,1,0
000-19-6403,1,0,0,0,0,0,0,1,0,0
000-74-1497,1,0,1,0,0,1,1,0,1,0
000-53-9472,1,0,0,0,1,0,0,0,1,0
000-02-8343,1,0,0,1,1,0,1,0,1,1
000-75-9764,0,1,0,1,1,1,1,0,0,0
000-98-5591,1,0,1,1,1,0,1,0,1,1
000-18-8840,1,1,0,0,0,0,1,1,1,1
000-93-3555,1,1,1,1,0,0,1,1,0,1
000-96-6779,1,0,1,1,1,1,1,1,1,0
000-01-7794,1,0,1,0,0,0,1,1,1,0
000-84-0957,1,1,1,0,0,0,0,1,0,0
000-06-6545,0,0,0,0,0,1,0,1,1,1
000-19-7847,0,1,0,0,1,0,1,1,1,1
000-97-7722,1,1,1,1,0,1,0,0,1,0
000-67-5681,0,1,0,1,1,1,1,0,0,0
000-86-3811,1,1,0,0,1,0,1,1,1,1
000-41-9776,0,0,1,0,1,1,1,1,1,1
000-30-3597,0,0,1,1,1,0,1,0,1,0
000-95-5057,0,1,1,1,0,0,0,1,0,1
000-51-6410,0,0,0,0,1,1,0,0,0,1
000-25-8294,0,1,1,1,1,0,1,1,1,1
000-55-1336,1,1,0,1,0,0,0,0,0,0
000-08-5334,0,1,1,0,0,1,0,1,1,0
000-35-0383,0,1,0,0,1,1,0,1,1,1
000-94-4967,1,1,1,1,0,1,1,0,0,1
000-30-3123,0,1,0,0,0,0,0,0,0,1
000-43-1056,1,0,0,0,1,0,1,0,1,0
000-66-1108,0,1,0,1,1,1,1,1,1,1
000-42-3845,0,1,1,1,1,0,0,1,1,0
000-53-4203,0,1,0,1,0,0,1,1,1,0
000-68-4029,0,1,0,0,1,0,1,0,0,0
000-69-3355,0,0,0,0,1,1,1,1,1,0
000-45-9196,0,0,0,1,0,1,0,1,1,1
000-33-2755,1,1,1,1,0,0,1,1,1,1
000-71-8983,1,1,1,1,0,1,1,0,1,0
000-38-7042,1,0,0,1,0,0,0,1,1,0
000-66-7267,1,0,0,1,1,1,0,1,1,0
000-46-8740,1,1,0,1,1,0,0,1,0,1
000-45-2301,1,1,0,1,0,1,1,1,1,1
000-57-8806,0,1,1,1,0,0,0,0,0,0
000-58-9243,0,0,1,0,0,0,0,0,0,0
000-04-6130,1,0,0,1,1,1,0,1,0,0
000-16-4510,0,0,1,1,0,0,0,1,0,1
000-04-6833,0,1,0,0,1,1,1,1,0,0
000-03-7829,1,0,0,1,0,0,0,1,1,0
000-48-7044,0,0,0,1,1,0,0,1,1,0
000-77-3193,0,1,0,0,1,0,1,1,1,0
000-90-7968,1,1,0,0,0,1,0,1,1,1
000-86-4131,1,1,0,1,0,0,1,0,0,0
000-20-7769,1,1,0,1,0,1,0,1,1,0
000-57-6230,1,0,0,0,0,1,1,1,1,0
000-53-3273,1,1,1,1,1,1,1,0,1,1
000-88-3016,0,0,1,1,0,0,0,0,0,0
000-85-6380,1,1,1,0,0,1,1,0,0,0
000-10-0628,1,0,0,1,0,0,1,1,0,1
000-28-4401,0,1,1,1,0,1,0,1,1,1
000-72-9601,1,0,1,1,0,0,1,0,1,1
000-04-6587,1,1,1,1,0,0,1,0,0,1
000-46-5919,0,0,0,1,0,0,0,0,1,1
000-82-1584,1,1,1,1,1,1,0,1,0,0
000-48-5104,1,0,0,1,0,1,0,0,1,1
000-84-5800,0,1,1,0,1,0,0,1,0,0
000-15-3072,0,1,1,1,1,0,1,1,1,1
000-69-7205,0,0,1,0,1,0,0,1,1,0
000-59-7051,1,1,1,0,1,1,1,1,0,1
000-04-8939,0,1,0,0,0,0,1,0,1,0
000-46-6177,0,1,0,0,1,0,1,0,0,0
000-45-2493,1,1,0,1,1,0,1,1,0,1
000-59-2876,1,0,0,0,1,1,1,1,1,0
000-89-7819,1,1,0,0,0,1,1,1,0,0
000-50-7415,1,1,1,1,0,0,0,0,1,1
000-27-6102,1,1,1,0,0,1,0,0,0,0
000-59-3656,0,1,1,0,0,1,0,0,1,0
000-14-1062,0,1,0,0,1,0,0,1,1,0
000-29-1583,1,0,1,1,1,0,0,1,1,0
000-15-2405,1,1,1,0,0,0,1,0,0,0
000-26-3120,0,0,0,1,0,1,0,1,0,0
000-98-7508,0,0,1,1,1,0,1,0,0,0
000-92-7091,1,1,1,0,0,1,1,0,1,0
000-24-8310,0,1,0,0,0,0,0,0,0,0
000-57-7035,0,1,1,1,1,1,0,1,1,1
000-43-5957,1,0,1,1,1,0,1,1,0,1
000-02-2232,0,1,0,0,1,0,1,1,0,1
000-97-2577,1,1,1,1,1,1,0,0,0,0
000-56-8344,1,0,1,0,0,1,0,0,0,1
000-94-3102,0,1,1,1,1,1,0,0,1,0
000-90-7487,1,0,0,1,0,1,0,0,1,0
000-94-4353,0,0,1,0,0,1,0,1,1,0
000-24-3934,0,1,1,0,0,0,0,0,1,0
000-73-2610,1,0,1,1,1,1,0,1,0,1
000-16-5130,1,0,0,1,1,1,0,0,1,1
000-47-3590,0,1,1,0,0,1,1,1,1,0
000-46-4333,0,1,1,0,0,1,0,1,1,1
000-35-3711,1,0,1,0,1,1,1,0,0,0
000-78-9705,0,0,0,1,0,1,1,0,1,1
000-67-5162,1,1,1,0,1,1,1,0,1,1
000-00-5682,0,0,1,0,1,0,1,0,1,0
000-81-4644,0,1,0,1,0,0,0,1,0,1
000-86-4311,0,0,1,1,1,1,1,0,0,0
000-74-1541,0,0,0,1,1,0,1,1,0,0
000-37-2248,0,1,0,1,1,0,0,0,1,0
000-17-6120,0,1,0,0,0,1,1,1,0,1
000-91-7611,0,0,1,1,1,1,1,1,1,0
000-00-3296,1,0,0,0,0,1,1,1,1,1
000-70-0302,0,0,0,0,0,1,0,1,0,0
000-91-3437,0,0,0,0,0,0,1,0,1,1
000-07-0324,0,1,1,0,1,0,0,1,1,0
000-73-8459,1,0,1,0,1,0,0,0,0,0
000-88-0509,0,0,0,0,0,0,0,1,1,1
000-43-7857,1,1,1,0,1,1,1,0,1,0
000-76-0463,1,0,1,0,0,1,1,0,1,0
000-62-7342,0,0,0,1,0,1,1,1,0,1
000-60-3379,1,1,0,1,0,1,1,0,1,1
000-63-4978,0,1,1,1,0,1,1,1,1,1
000-14-4291,1,0,0,1,0,0,1,1,1,1
000-27-8479,1,0,1,0,1,1,1,0,1,1
000-62-8862,1,1,0,0,1,1,0,1,1,1
000-21-1611,0,0,1,1,1,0,0,0,0,1
000-77-7451,1,1,0,0,0,0,1,1,0,1
000-88-7885,1,1,0,0,1,0,1,1,1,0
000-91-6305,0,1,0,1,0,0,1,1,0,0
000-61-2580,1,1,0,0,1,0,0,0,1,0
000-53-7679,0,1,1,0,0,0,1,1,0,1
000-97-3099,0,0,1,0,1,0,1,0,1,1
000-65-7430,0,0,1,1,1,0,0,1,1,1
000-52-2666,1,1,1,1,0,1,0,0,1,0
000-95-1925,0,1,0,0,0,0,0,0,1,0
000-07-5891,0,0,1,1,1,0,1,0,0,0
000-19-3592,1,0,0,0,1,1,1,0,0,1
000-84-7009,1,0,0,1,0,0,1,1,1,1
000-61-8162,1,1,0,0,1,1,1,0,1,0
000-55-2145,1,1,1,1,1,0,1,0,1,1
000-97-7642,0,0,0,0,0,0,1,1,0,0
000-60-8516,1,1,1,1,0,0,1,0,0,1
000-44-5225,0,1,1,1,1,1,1,1,0,1
000-97-3658,0,0,0,1,0,0,0,1,0,1
000-09-6943,0,0,1,1,1,0,0,1,0,0
000-24-9969,1,0,1,0,1,0,0,0,1,1
000-87-7881,0,1,1,0,1,1,0,1,0,0
000-69-2107,1,1,1,0,0,1,1,1,0,1
000-73-5444,0,0,1,1,1,1,1,0,1,1
000-65-1554,1,0,0,1,1,1,0,1,0,0
000-44-8895,0,0,1,0,0,1,1,0,1,0
000-68-3986,1,0,1,0,1,1,1,1,0,1
000-85-5007,0,1,1,0,1,1,1,1,0,1
000-10-9455,0,0,1,0,0,0,1,0,0,1
000-92-3420,1,1,1,1,1,1,1,1,0,1
000-36-3548,0,1,0,0,0,0,0,1,0,0
000-67-1231,0,0,0,0,1,0,1,1,1,0
000-85-0677,1,1,0,0,1,1,1,1,1,1
000-05-5616,1,1,0,0,1,1,0,1,0,0
000-47-4003,1,0,0,1,0,1,1,0,0,0
000-83-7046,1,0,0,1,1,1,0,0,0,1
000-38-6178,1,1,1,0,0,0,1,1,1,0
000-86-1663,0,0,1,1,0,0,0,0,1,0
000-01-7734,0,1,1,1,1,1,1,1,0,1
000-28-7793,1,1,0,1,0,1,0,1,0,1
000-31-3832,1,1,0,1,1,0,1,0,0,0
000-30-0322,0,1,0,1,1,1,1,0,1,1
000-44-9128,1,0,0,1,1,1,0,1,0,1
000-79-8930,1,0,1,0,1,0,1,1,1,0
000-42-1134,0,1,0,1,0,1,0,1,0,1
000-90-4282,0,0,1,0,0,1,1,0,0,1
000-49-1942,0,0,0,1,1,0,1,1,1,1
000-53-5013,1,0,1,1,0,0,1,1,0,1
000-99-0772,1,1,1,1,0,0,0,1,1,0
000-43-3659,1,0,1,1,1,1,1,1,0,1
000-84-8271,0,1,1,1,1,0,1,0,0,1
000-41-2893,0,0,1,0,1,0,1,1,0,0
000-89-4721,1,1,0,0,0,0,0,0,0,0
000-60-9951,1,0,1,0,1,1,1,0,1,1
000-49-1648,0,1,0,0,0,1,0,1,0,0
000-48-5320,0,1,0,0,0,1,0,0,1,0
000-65-9645,0,0,0,0,0,1,1,1,0,0
000-12-3163,0,0,0,0,0,0,1,1,0,0
000-08-9148,1,0,1,0,1,1,0,0,1,1
000-47-1382,0,1,0,1,1,0,1,0,0,1
000-11-8780,0,0,0,1,1,0,0,1,1,0
000-85-9846,0,0,0,0,1,0,0,1,1,0
000-29-6691,0,0,1,1,0,0,1,0,1,0
000-28-0115,1,1,0,0,0,0,0,0,1,1
000-15-2539,1,0,1,1,0,0,1,1,1,0
000-75-9797,0,0,1,0,0,0,1,0,0,1
000-85-2980,1,0,0,0,0,1,0,0,1,1
000-11-2425,1,0,0,0,0,1,1,0,1,0
000-21-5001,1,0,0,1,1,1,1,1,1,1
000-00-7396,0,1,0,0,1,1,0,1,0,1
000-64-8159,1,0,0,0,0,0,1,0,0,1
000-99-5412,1,1,0,0,1,1,0,1,1,1
000-98-3053,1,0,1,1,1,1,0,0,1,1
000-91-1419,1,1,0,0,0,0,1,1,1,0
000-12-2531,0,1,1,1,0,1,0,1,0,1
000-05-7560,0,1,1,0,0,1,1,0,1,0
000-97-3478,0,1,0,0,1,1,0,1,0,0
000-05-0389,0,1,1,1,1,0,1,1,1,0
000-27-1247,1,0,1,0,0,0,0,0,0,0
000-21-9286,1,1,0,1,1,0,1,1,1,0
000-45-9779,0,1,0,1,1,1,1,1,1,0
000-73-8345,0,1,1,0,1,0,0,1,1,1
000-78-5467,0,1,1,0,1,1,1,1,1,1
000-96-1582,0,1,1,1,1,1,1,1,1,0
000-33-6867,1,1,1,0,0,0,1,1,1,0
000-41-2699,1,1,0,0,1,1,1,0,1,1
000-34-8567,1,0,0,0,1,0,0,0,1,1
000-18-3345,1,0,0,0,1,0,1,0,1,0
000-99-4025,1,0,1,1,0,0,1,1,1,1
000-76-2254,0,1,0,0,0,0,0,1,1,1
000-97-9166,1,1,0,1,1,0,0,1,0,0
000-36-7357,1,1,0,0,1,1,1,1,0,0
000-68-2246,1,1,0,0,1,0,0,0,1,1
000-97-4961,1,1,1,1,1,1,1,0,1,0
000-19-4752,0,0,0,0,1,0,0,0,1,0
000-72-2677,1,1,1,0,1,1,0,0,1,0
000-48-5868,0,1,0,1,1,1,1,1,1,0
000-72-4048,0,0,1,0,0,1,1,0,0,1
000-25-4438,1,1,0,1,0,1,0,0,0,0
000-47-4671,1,1,1,1,0,1,0,1,1,0
000-93-8066,0,0,0,1,0,0,1,1,0,1
000-63-1593,1,1,0,0,1,1,1,1,0,0
000-65-4650,0,1,1,1,0,0,0,1,1,1
000-88-9980,1,0,0,1,1,1,0,0,1,0
000-46-7922,0,0,0,0,0,0,1,1,0,0
000-75-6985,1,1,1,1,1,1,0,0,1,0
000-56-3522,0,0,0,1,1,1,1,1,1,1
000-01-4395,0,1,1,0,1,0,0,1,0,1
000-40-4768,0,0,0,1,0,1,0,0,0,0
000-99-6121,0,0,0,1,1,0,0,0,0,0
000-63-8808,1,1,0,1,0,1,0,0,0,1
000-43-6197,1,0,0,1,0,1,1,0,1,0
000-77-3031,1,0,0,0,0,0,1,1,0,0
000-89-2272,0,0,0,1,0,0,1,0,0,1
000-12-4986,0,0,1,0,0,0,1,0,0,0
000-40-5610,0,1,1,1,0,0,1,1,1,0
000-20-4414,1,1,0,1,0,1,1,1,1,0
000-90-8776,0,1,0,1,0,0,1,1,0,0
000-06-0857,1,0,1,0,1,0,0,0,0,1
000-74-7680,1,0,0,1,0,1,0,0,1,0
000-50-0514,1,0,1,1,0,0,1,0,0,1
000-33-1950,0,0,1,1,0,1,0,0,1,0
000-68-3100,0,1,0,1,1,0,1,1,1,1
000-40-7610,0,1,1,0,1,0,0,0,1,0
000-04-8299,0,1,1,1,0,0,1,1,1,0
000-11-6528,0,0,0,0,1,1,0,0,1,0
000-05-3842,0,1,0,1,1,1,1,0,0,1
000-06-7443,0,1,0,1,0,0,1,1,1,1
000-92-7033,1,1,1,0,1,1,0,0,1,1
000-09-8618,0,0,0,1,0,0,1,1,0,0
000-57-9108,1,0,1,0,1,0,0,1,0,0
000-39-2750,1,0,0,0,0,1,1,0,1,1
000-88-6041,1,0,1,0,0,0,0,0,1,1
000-18-5839,1,0,0,0,1,0,0,1,0,0
000-07-4767,1,1,0,1,0,0,0,1,0,1
000-99-9190,0,0,1,1,0,1,1,1,1,0
000-60-5229,1,0,1,1,0,1,1,1,0,1
000-52-5363,1,1,0,1,1,0,0,0,1,0
000-13-9383,1,1,1,0,1,1,1,0,0,0
000-13-7068,1,0,1,1,1,1,0,0,1,1
000-41-5466,1,0,1,0,0,1,0,1,1,0
000-60-1703,0,0,0,1,1,1,1,0,0,0
000-31-2150,0,0,0,0,1,0,0,0,1,1
000-60-8488,0,0,1,1,0,1,1,1,0,1
000-48-1799,1,1,0,0,0,1,1,1,0,1
000-08-5185,1,1,1,0,0,1,0,1,1,1
000-09-0706,1,0,1,1,0,1,0,1,0,1
000-31-4985,0,0,1,0,1,1,1,0,0,0
000-30-0368,1,0,0,0,1,0,1,0,0,1
000-47-1605,0,1,0,0,0,1,0,1,1,0
000-62-0306,0,0,0,1,1,1,0,1,0,0
000-67-6274,0,1,1,0,0,1,0,1,1,1
000-94-4630,1,0,0,0,0,0,1,1,0,0
000-20-1187,0,0,0,1,1,1,1,1,1,0
000-81-9932,0,0,1,1,1,0,0,0,1,1
000-80-3363,0,1,1,1,1,1,0,0,0,0
000-33-2839,0,0,0,1,1,1,1,1,1,1
000-43-9494,1,0,0,0,1,1,1,0,1,1
000-55-0608,0,1,0,0,0,0,0,0,0,1
000-25-1488,1,0,1,1,1,1,1,0,1,1
000-46-8745,0,0,1,1,0,1,1,1,0,0
000-14-5225,1,1,0,1,1,0,0,0,1,1
000-31-6609,1,1,0,0,1,1,1,0,0,0
000-05-6635,1,0,1,0,0,0,0,1,0,1
000-20-3186,1,1,1,1,1,1,0,0,1,0
000-19-0306,1,1,0,0,1,0,1,0,0,1
000-79-7565,0,1,1,0,1,1,0,0,0,0
000-78-0441,1,1,1,0,0,1,1,0,0,0
000-42-7687,1,0,1,1,0,0,0,0,1,1
000-91-3925,1,0,0,1,1,0,0,0,0,1
000-35-5385,0,1,0,0,0,0,1,1,1,0
000-08-5863,0,1,1,0,1,1,0,0,1,0
000-07-3741,0,1,0,1,1,0,0,0,1,1
000-69-7004,0,1,0,0,0,1,1,1,0,1
000-57-9694,0,0,0,1,0,1,1,0,0,1
000-08-3977,0,0,1,1,0,0,0,0,1,1
000-76-5788,0,1,1,1,0,0,1,1,0,0
000-99-0657,1,0,0,0,1,1,1,1,0,1
000-50-9557,1,0,1,0,1,0,1,1,0,0
000-57-5610,0,0,0,1,1,0,0,0,0,1
000-10-2513,1,1,0,0,0,0,0,1,0,1
000-42-2608,1,0,0,1,0,1,0,1,0,0
000-05-1750,1,1,1,0,0,0,1,0,1,1
000-19-1890,1,1,1,1,1,0,0,1,0,0
000-82-5584,1,0,0,0,0,0,1,1,1,0
000-05-4635,0,1,0,1,1,0,0,1,0,0
000-00-4162,0,1,1,1,0,1,0,0,1,1
000-35-8830,0,0,0,0,1,0,1,1,0,1
000-41-9927,0,0,0,0,0,0,1,1,1,1
000-40-7395,1,0,1,0,0,0,0,0,0,0
000-55-4616,1,0,1,1,1,1,1,1,1,0
000-37-1797,0,1,1,0,0,0,1,1,0,0
000-40-3605,1,1,1,0,0,0,1,1,1,1
000-41-8396,0,1,1,0,1,1,0,1,1,0
000-58-8886,1,0,1,1,0,0,1,1,0,1
000-12-6404,1,0,0,1,0,1,0,0,0,0
000-36-4760,1,1,1,1,1,0,0,1,0,0
000-47-8004,0,0,1,0,1,0,0,0,0,0
000-58-2120,0,0,1,0,0,0,1,1,0,0
000-89-5427,1,1,0,0,1,1,1,1,1,1
000-60-4209,0,0,1,0,1,1,0,0,1,1
000-75-7505,1,0,1,0,0,0,0,1,1,0
000-06-5555,1,0,1,0,1,0,0,0,0,1
000-20-8183,1,0,0,0,0,0,0,0,0,0
000-59-4809,0,0,1,0,0,1,1,0,1,0
000-31-7562,1,1,0,1,0,1,0,0,0,1
000-45-6310,0,0,0,1,0,0,0,1,1,0
000-12-4943,1,0,0,0,0,1,0,1,1,1
000-88-7371,0,1,1,1,0,0,1,0,0,1
000-63-6105,1,1,0,1,1,1,1,1,1,0
000-01-1972,1,1,1,0,0,0,1,0,1,0
000-12-2756,1,1,1,0,0,0,1,1,1,1
000-32-9494,1,0,0,1,1,0,0,1,0,1
000-00-7464,0,0,1,1,1,1,0,1,0,0
000-41-4964,1,1,1,1,1,0,1,0,1,1
000-97-9917,0,0,0,0,1,0,0,0,0,0
000-88-1245,1,0,1,0,0,0,1,1,1,0
000-32-9980,0,1,0,0,0,0,0,1,1,1
000-47-1655,1,1,1,1,1,1,1,0,0,0
000-87-0583,0,1,1,1,0,1,1,1,1,0
000-02-4448,1,0,1,0,0,1,0,1,1,0
000-12-2764,0,0,1,0,0,1,1,1,0,1
000-12-3195,1,1,0,0,1,0,0,1,0,0
000-52-2600,0,0,1,1,0,1,1,0,1,0
000-51-6909,0,0,0,1,1,0,0,0,1,1
000-51-5918,0,1,0,1,0,0,0,1,1,1
000-83-4876,0,1,0,1,1,0,0,1,0,0
000-36-4819,1,1,1,1,0,1,1,1,1,0
000-65-1086,0,1,1,1,0,1,0,0,0,0
000-96-9920,1,0,1,1,0,1,1,0,0,1
000-66-7137,0,1,1,0,0,0,1,0,1,0
000-91-8771,1,1,0,1,1,1,1,0,0,0
000-62-5723,1,0,1,0,1,0,0,0,1,0
000-91-2412,0,0,1,1,0,0,0,1,1,0
000-32-7815,0,1,0,1,0,0,0,0,0,0
000-55-0414,0,1,0,0,1,1,0,1,1,1
000-40-6970,0,1,0,0,1,1,1,0,0,0
000-16-8290,0,0,1,0,1,0,0,1,0,0
000-87-6813,0,0,0,1,0,0,1,0,1,1
000-57-0164,0,0,0,0,1,0,1,0,1,1
000-79-3545,0,1,1,1,0,0,1,1,0,1
000-89-3661,0,1,0,0,0,1,0,0,0,1
000-24-6302,0,1,1,0,0,0,1,1,0,1
000-03-7225,0,1,0,0,1,1,0,0,1,1
000-94-1299,0,0,0,1,1,0,1,1,0,0
000-78-9517,0,1,1,1,1,0,0,1,0,1
000-87-9313,0,0,0,0,0,0,1,0,1,1
000-48-2231,1,0,0,0,0,0,1,0,1,1
000-26-4468,1,1,0,0,1,0,0,0,0,1
000-70-0290,1,0,0,0,0,1,0,1,0,0
000-67-6158,0,0,1,0,1,1,0,1,0,0
000-07-7835,0,1,0,1,0,1,1,0,1,0
000-27-2352,0,1,1,1,1,0,1,0,0,1
000-42-3109,0,0,0,1,1,0,1,0,0,0
000-02-7187,1,1,0,1,1,1,0,0,1,0
000-86-1189,1,1,0,1,0,1,1,1,0,0
000-61-9644,1,0,0,0,0,0,0,1,1,1
000-49-4194,1,1,0,1,0,0,0,1,1,0
000-34-6903,0,0,1,1,1,0,1,1,1,0
000-60-0783,1,1,1,1,0,1,1,0,1,0
000-46-7765,1,1,0,1,0,0,1,1,1,1
000-82-9751,1,1,1,0,1,1,1,1,1,0
000-44-6573,1,1,0,1,1,1,0,1,1,0
000-37-0179,0,0,0,1,1,0,1,0,1,0
000-02-0075,0,1,0,0,1,0,1,1,1,0
000-91-9926,0,1,1,0,1,0,1,1,1,0
000-64-5551,0,0,0,0,0,1,0,0,0,1
000-50-1875,1,0,0,0,1,0,0,1,1,1
000-94-6960,1,1,1,1,0,1,0,0,1,0
000-12-6543,0,1,0,0,0,0,0,0,1,1
000-36-0150,1,1,1,1,1,0,0,1,1,0
000-40-7860,0,1,1,0,1,1,1,0,0,1
000-59-8625,0,1,0,0,1,1,0,1,1,0
000-90-3716,0,1,0,1,1,0,1,0,0,0
000-06-2190,0,1,0,1,1,0,1,1,0,1
000-72-5538,0,1,0,0,1,1,1,0,0,1
000-03-8811,1,0,1,1,1,1,0,1,1,1
000-91-8657,1,0,1,0,1,1,0,0,0,0
000-42-8601,1,1,1,0,0,0,1,0,0,0
000-90-6449,1,0,0,0,0,1,1,1,0,1
000-17-2478,1,0,0,1,0,1,0,0,0,1
000-80-5988,0,1,1,0,0,1,0,0,1,1
000-58-4229,0,1,1,1,0,0,1,1,1,0
000-16-2514,0,0,0,0,0,0,1,1,1,0
000-26-5621,0,1,1,0,0,1,1,0,1,1
000-49-9571,0,1,0,0,0,0,1,1,0,1
000-78-1998,1,1,1,1,0,1,1,0,1,1
000-30-6560,1,1,1,1,0,0,1,1,0,1
000-16-9164,1,1,1,0,1,1,0,1,0,0
000-61-5725,1,0,0,0,0,0,1,0,1,0
000-67-8358,1,1,0,0,1,0,0,0,1,0
000-95-2636,1,1,1,1,1,0,1,1,0,1
000-32-8557,0,1,1,1,1,1,0,1,1,0
000-03-6750,1,1,0,1,0,1,1,1,1,0
000-11-0564,0,0,0,1,0,1,0,0,1,1
000-84-3609,0,1,1,1,0,1,1,1,1,1
000-87-3058,1,0,0,1,0,1,0,0,1,1
000-75-9561,0,0,0,1,1,0,1,0,1,0
000-97-0381,0,1,1,0,0,1,0,1,1,0
000-33-2424,1,1,0,0,0,1,1,1,0,1
000-60-2071,1,0,1,1,1,1,0,0,0,1
000-52-0884,1,1,1,1,1,0,1,1,1,1
000-62-3086,0,1,1,1,0,0,0,0,1,0
000-29-0109,1,1,0,1,1,1,1,0,1,0
000-89-8580,0,1,0,0,0,1,1,0,0,0
000-78-3310,1,1,0,1,0,0,0,0,1,0
000-91-9595,1,1,0,1,1,1,0,1,0,1
000-02-5388,0,1,0,0,0,1,1,1,0,1
000-66-7460,0,0,1,0,1,0,1,0,0,0
000-14-0767,1,0,1,0,0,0,0,1,1,0
000-45-2790,1,1,1,0,1,0,0,1,0,1
000-83-5678,0,1,1,1,1,0,0,1,0,1
000-69-1072,0,0,1,0,1,0,0,0,0,1
000-29-3325,0,1,1,0,0,1,0,0,1,0
000-09-3317,0,1,1,0,1,0,0,0,1,0
000-90-2109,1,0,0,1,1,1,1,1,0,1
000-85-6324,0,0,1,1,1,0,0,0,1,1
000-53-9956,0,1,1,1,0,0,1,0,1,1
000-43-4570,1,0,0,0,0,1,1,0,1,1
000-59-6868,1,0,0,0,0,0,0,0,0,0
000-07-7171,0,1,0,0,1,0,1,0,1,1
000-12-1854,1,0,0,1,0,0,1,1,1,0
000-61-9088,0,0,0,0,1,0,0,0,1,1
000-69-6433,0,0,1,0,0,0,0,0,1,0
000-66-8531,0,1,1,0,0,0,0,1,0,1
000-94-6622,0,1,1,0,0,0,1,0,1,0
000-08-9452,0,0,1,0,1,0,0,1,1,1
000-59-3195,1,0,1,0,1,0,0,1,0,0
000-77-9788,1,1,0,0,1,1,0,1,0,1
000-10-1459,0,1,1,0,1,1,0,0,0,1
000-99-9363,1,0,1,1,0,1,1,1,1,1
000-67-0262,0,0,0,0,1,1,1,0,1,1
000-42-2085,0,1,0,0,1,0,0,0,0,0
000-11-8645,1,1,1,1,0,1,1,0,0,1
000-00-8802,1,0,0,0,0,1,0,1,1,1
000-43-6493,0,0,1,0,0,1,0,1,1,0
000-53-4047,0,0,0,0,1,0,1,0,0,0
000-87-3857,0,0,1,0,0,0,0,0,0,0
000-76-7524,0,0,0,1,0,0,1,1,1,0
000-99-2021,0,1,1,0,0,1,0,0,0,1
000-93-5056,1,1,0,1,1,1,1,0,0,0
000-81-6640,0,0,0,1,1,0,0,0,0,0
000-69-8076,0,0,0,1,0,1,1,1,1,0
000-02-0327,1,1,1,1,1,1,0,1,0,0
000-15-5546,1,0,0,1,0,0,1,1,0,0
000-95-7151,0,0,0,1,0,0,0,1,0,0
000-22-4197,0,1,1,1,1,0,1,1,0,0
000-07-7008,1,0,1,0,0,0,1,0,0,0
000-24-4672,1,1,1,0,0,1,1,0,1,1
000-38-2497,0,1,0,0,0,1,0,1,1,0
000-69-6908,1,0,0,1,0,1,1,1,0,1
000-28-3203,0,1,0,1,0,1,1,1,1,1
000-56-3736,0,1,1,0,0,1,1,0,0,0
000-59-5845,0,0,0,0,0,0,0,0,1,1
000-50-4554,0,0,1,0,0,0,1,0,0,0
000-22-7715,1,0,1,1,0,0,0,0,1,1
000-34-4457,0,1,1,1,1,1,0,0,1,1
000-65-0235,0,0,1,0,0,1,0,1,0,0
000-53-4802,0,1,1,1,0,1,1,1,1,0
000-75-5132,1,0,0,1,0,0,1,1,0,0
000-17-3706,1,1,1,1,1,0,0,0,1,0
000-87-6156,1,1,1,1,0,1,0,0,0,1
